"gmtamesQSAR_ID","Strain","Endpoint","TrainValTest"
"gmtamesQSAR_4362","TA1537","Negative","Test"
"gmtamesQSAR_4371","TA1537","Negative","Test"
"gmtamesQSAR_4383","TA1537","Negative","Test"
"gmtamesQSAR_4396","TA1537","Negative","Test"
"gmtamesQSAR_4419","TA1537","Negative","Test"
"gmtamesQSAR_4432","TA1537","Positive","Test"
"gmtamesQSAR_4443","TA1537","Negative","Test"
"gmtamesQSAR_4478","TA1537","Negative","Test"
"gmtamesQSAR_4484","TA1537","Negative","Test"
"gmtamesQSAR_4527","TA1537","Negative","Test"
"gmtamesQSAR_4536","TA1537","Negative","Test"
"gmtamesQSAR_4552","TA1537","Negative","Test"
"gmtamesQSAR_4564","TA1537","Negative","Test"
"gmtamesQSAR_4579","TA1537","Negative","Test"
"gmtamesQSAR_4600","TA1537","Negative","Test"
"gmtamesQSAR_4602","TA1537","Negative","Test"
"gmtamesQSAR_4605","TA1537","Negative","Test"
"gmtamesQSAR_4608","TA1537","Negative","Test"
"gmtamesQSAR_4613","TA1537","Negative","Test"
"gmtamesQSAR_4623","TA1537","Negative","Test"
"gmtamesQSAR_4628","TA1537","Negative","Test"
"gmtamesQSAR_4630","TA1537","Negative","Test"
"gmtamesQSAR_4644","TA1537","Negative","Test"
"gmtamesQSAR_4647","TA1537","Negative","Test"
"gmtamesQSAR_4653","TA1537","Negative","Test"
"gmtamesQSAR_4682","TA1537","Negative","Test"
"gmtamesQSAR_4724","TA1537","Negative","Test"
"gmtamesQSAR_4733","TA1537","Negative","Test"
"gmtamesQSAR_4769","TA1537","Negative","Test"
"gmtamesQSAR_4771","TA1537","Negative","Test"
"gmtamesQSAR_4782","TA1537","Negative","Test"
"gmtamesQSAR_4792","TA1537","Negative","Test"
"gmtamesQSAR_4796","TA1537","Negative","Test"
"gmtamesQSAR_4802","TA1537","Negative","Test"
"gmtamesQSAR_4807","TA1537","Negative","Test"
"gmtamesQSAR_4812","TA1537","Negative","Test"
"gmtamesQSAR_4822","TA1537","Negative","Test"
"gmtamesQSAR_4866","TA1537","Negative","Test"
"gmtamesQSAR_4877","TA1537","Negative","Test"
"gmtamesQSAR_4901","TA1537","Negative","Test"
"gmtamesQSAR_4905","TA1537","Negative","Test"
"gmtamesQSAR_4929","TA1537","Negative","Test"
"gmtamesQSAR_4930","TA1537","Negative","Test"
"gmtamesQSAR_4931","TA1537","Negative","Test"
"gmtamesQSAR_4932","TA1537","Negative","Test"
"gmtamesQSAR_4959","TA1537","Negative","Test"
"gmtamesQSAR_4996","TA1537","Negative","Test"
"gmtamesQSAR_5031","TA1537","Positive","Test"
"gmtamesQSAR_5046","TA1537","Negative","Test"
"gmtamesQSAR_5058","TA1537","Negative","Test"
"gmtamesQSAR_5065","TA1537","Negative","Test"
"gmtamesQSAR_5099","TA1537","Negative","Test"
"gmtamesQSAR_5110","TA1537","Negative","Test"
"gmtamesQSAR_5114","TA1537","Negative","Test"
"gmtamesQSAR_5118","TA1537","Negative","Test"
"gmtamesQSAR_5145","TA1537","Negative","Test"
"gmtamesQSAR_5158","TA1537","Negative","Test"
"gmtamesQSAR_5169","TA1537","Negative","Test"
"gmtamesQSAR_5173","TA1537","Negative","Test"
"gmtamesQSAR_5178","TA1537","Negative","Test"
"gmtamesQSAR_5180","TA1537","Negative","Test"
"gmtamesQSAR_5182","TA1537","Positive","Test"
"gmtamesQSAR_5204","TA1537","Negative","Test"
"gmtamesQSAR_5210","TA1537","Negative","Test"
"gmtamesQSAR_5213","TA1537","Negative","Test"
"gmtamesQSAR_5236","TA1537","Negative","Test"
"gmtamesQSAR_5242","TA1537","Positive","Test"
"gmtamesQSAR_5249","TA1537","Negative","Test"
"gmtamesQSAR_5265","TA1537","Negative","Test"
"gmtamesQSAR_5276","TA1537","Negative","Test"
"gmtamesQSAR_5312","TA1537","Negative","Test"
"gmtamesQSAR_5318","TA1537","Negative","Test"
"gmtamesQSAR_5320","TA1537","Positive","Test"
"gmtamesQSAR_5348","TA1537","Negative","Test"
"gmtamesQSAR_5359","TA1537","Negative","Test"
"gmtamesQSAR_5412","TA1537","Negative","Test"
"gmtamesQSAR_5418","TA1537","Negative","Test"
"gmtamesQSAR_5441","TA1537","Negative","Test"
"gmtamesQSAR_5444","TA1537","Negative","Test"
"gmtamesQSAR_5481","TA1537","Negative","Test"
"gmtamesQSAR_5484","TA1537","Negative","Test"
"gmtamesQSAR_5486","TA1537","Negative","Test"
"gmtamesQSAR_5495","TA1537","Negative","Test"
"gmtamesQSAR_5498","TA1537","Negative","Test"
"gmtamesQSAR_5507","TA1537","Negative","Test"
"gmtamesQSAR_5538","TA1537","Negative","Test"
"gmtamesQSAR_5553","TA1537","Negative","Test"
"gmtamesQSAR_5560","TA1537","Negative","Test"
"gmtamesQSAR_5569","TA1537","Negative","Test"
"gmtamesQSAR_5619","TA1537","Negative","Test"
"gmtamesQSAR_5632","TA1537","Negative","Test"
"gmtamesQSAR_5636","TA1537","Negative","Test"
"gmtamesQSAR_5646","TA1537","Negative","Test"
"gmtamesQSAR_5651","TA1537","Negative","Test"
"gmtamesQSAR_5652","TA1537","Negative","Test"
"gmtamesQSAR_5655","TA1537","Negative","Test"
"gmtamesQSAR_5657","TA1537","Negative","Test"
"gmtamesQSAR_5673","TA1537","Negative","Test"
"gmtamesQSAR_5675","TA1537","Negative","Test"
"gmtamesQSAR_5678","TA1537","Negative","Test"
"gmtamesQSAR_5683","TA1537","Negative","Test"
"gmtamesQSAR_5688","TA1537","Negative","Test"
"gmtamesQSAR_5689","TA1537","Negative","Test"
"gmtamesQSAR_5697","TA1537","Negative","Test"
"gmtamesQSAR_5711","TA1537","Negative","Test"
"gmtamesQSAR_5719","TA1537","Negative","Test"
"gmtamesQSAR_5731","TA1537","Negative","Test"
"gmtamesQSAR_5732","TA1537","Negative","Test"
"gmtamesQSAR_5734","TA1537","Negative","Test"
"gmtamesQSAR_5754","TA1537","Negative","Test"
"gmtamesQSAR_5764","TA1537","Negative","Test"
"gmtamesQSAR_5773","TA1537","Negative","Test"
"gmtamesQSAR_5774","TA1537","Negative","Test"
"gmtamesQSAR_5815","TA1537","Negative","Test"
"gmtamesQSAR_5826","TA1537","Negative","Test"
"gmtamesQSAR_5846","TA1537","Negative","Test"
"gmtamesQSAR_5856","TA1537","Negative","Test"
"gmtamesQSAR_5860","TA1537","Negative","Test"
"gmtamesQSAR_5867","TA1537","Negative","Test"
"gmtamesQSAR_5877","TA1537","Negative","Test"
"gmtamesQSAR_5887","TA1537","Negative","Test"
"gmtamesQSAR_5966","TA1537","Negative","Test"
"gmtamesQSAR_5975","TA1537","Negative","Test"
"gmtamesQSAR_6033","TA1537","Positive","Test"
"gmtamesQSAR_6044","TA1537","Negative","Test"
"gmtamesQSAR_6064","TA1537","Negative","Test"
"gmtamesQSAR_6070","TA1537","Negative","Test"
"gmtamesQSAR_6077","TA1537","Positive","Test"
"gmtamesQSAR_6080","TA1537","Negative","Test"
"gmtamesQSAR_6091","TA1537","Negative","Test"
"gmtamesQSAR_6134","TA1537","Negative","Test"
"gmtamesQSAR_6141","TA1537","Negative","Test"
"gmtamesQSAR_6151","TA1537","Negative","Test"
"gmtamesQSAR_6165","TA1537","Negative","Test"
"gmtamesQSAR_6193","TA1537","Negative","Test"
"gmtamesQSAR_6198","TA1537","Negative","Test"
"gmtamesQSAR_6294","TA1537","Negative","Test"
"gmtamesQSAR_6321","TA1537","Negative","Test"
"gmtamesQSAR_6329","TA1537","Negative","Test"
"gmtamesQSAR_6340","TA1537","Negative","Test"
"gmtamesQSAR_6341","TA1537","Positive","Test"
"gmtamesQSAR_6357","TA1537","Negative","Test"
"gmtamesQSAR_6364","TA1537","Negative","Test"
"gmtamesQSAR_6367","TA1537","Negative","Test"
"gmtamesQSAR_6395","TA1537","Negative","Test"
"gmtamesQSAR_6409","TA1537","Negative","Test"
"gmtamesQSAR_6411","TA1537","Negative","Test"
"gmtamesQSAR_6413","TA1537","Negative","Test"
"gmtamesQSAR_6420","TA1537","Negative","Test"
"gmtamesQSAR_6428","TA1537","Negative","Test"
"gmtamesQSAR_6430","TA1537","Negative","Test"
"gmtamesQSAR_6435","TA1537","Negative","Test"
"gmtamesQSAR_6438","TA1537","Negative","Test"
"gmtamesQSAR_6441","TA1537","Negative","Test"
"gmtamesQSAR_6454","TA1537","Negative","Test"
"gmtamesQSAR_6469","TA1537","Negative","Test"
"gmtamesQSAR_6504","TA1537","Negative","Test"
"gmtamesQSAR_6506","TA1537","Negative","Test"
"gmtamesQSAR_6519","TA1537","Negative","Test"
"gmtamesQSAR_6537","TA1537","Negative","Test"
"gmtamesQSAR_6539","TA1537","Negative","Test"
"gmtamesQSAR_6555","TA1537","Negative","Test"
"gmtamesQSAR_6561","TA1537","Negative","Test"
"gmtamesQSAR_6590","TA1537","Negative","Test"
"gmtamesQSAR_6599","TA1537","Negative","Test"
"gmtamesQSAR_6600","TA1537","Negative","Test"
"gmtamesQSAR_6608","TA1537","Negative","Test"
"gmtamesQSAR_6623","TA1537","Negative","Test"
"gmtamesQSAR_6628","TA1537","Negative","Test"
"gmtamesQSAR_6634","TA1537","Negative","Test"
"gmtamesQSAR_6642","TA1537","Negative","Test"
"gmtamesQSAR_6682","TA1537","Negative","Test"
"gmtamesQSAR_6738","TA1537","Negative","Test"
"gmtamesQSAR_6755","TA1537","Negative","Test"
"gmtamesQSAR_6773","TA1537","Negative","Test"
"gmtamesQSAR_6802","TA1537","Negative","Test"
"gmtamesQSAR_6811","TA1537","Negative","Test"
"gmtamesQSAR_6829","TA1537","Negative","Test"
"gmtamesQSAR_6838","TA1537","Negative","Test"
"gmtamesQSAR_6851","TA1537","Negative","Test"
"gmtamesQSAR_6852","TA1537","Negative","Test"
"gmtamesQSAR_6859","TA1537","Negative","Test"
"gmtamesQSAR_6861","TA1537","Negative","Test"
"gmtamesQSAR_6864","TA1537","Positive","Test"
"gmtamesQSAR_6883","TA1537","Negative","Test"
"gmtamesQSAR_6887","TA1537","Negative","Test"
"gmtamesQSAR_6906","TA1537","Negative","Test"
"gmtamesQSAR_6908","TA1537","Positive","Test"
"gmtamesQSAR_6918","TA1537","Negative","Test"
"gmtamesQSAR_6919","TA1537","Negative","Test"
"gmtamesQSAR_6920","TA1537","Negative","Test"
"gmtamesQSAR_6932","TA1537","Negative","Test"
"gmtamesQSAR_6965","TA1537","Negative","Test"
"gmtamesQSAR_6976","TA1537","Negative","Test"
"gmtamesQSAR_6984","TA1537","Negative","Test"
"gmtamesQSAR_7016","TA1537","Negative","Test"
"gmtamesQSAR_7024","TA1537","Negative","Test"
"gmtamesQSAR_7033","TA1537","Negative","Test"
"gmtamesQSAR_7044","TA1537","Negative","Test"
"gmtamesQSAR_7047","TA1537","Negative","Test"
"gmtamesQSAR_7055","TA1537","Negative","Test"
"gmtamesQSAR_7058","TA1537","Negative","Test"
"gmtamesQSAR_7125","TA1537","Negative","Test"
"gmtamesQSAR_7127","TA1537","Negative","Test"
"gmtamesQSAR_7137","TA1537","Negative","Test"
"gmtamesQSAR_7139","TA1537","Negative","Test"
"gmtamesQSAR_7145","TA1537","Negative","Test"
"gmtamesQSAR_7150","TA1537","Negative","Test"
"gmtamesQSAR_7185","TA1537","Negative","Test"
"gmtamesQSAR_7188","TA1537","Negative","Test"
"gmtamesQSAR_7210","TA1537","Negative","Test"
"gmtamesQSAR_7229","TA1537","Negative","Test"
"gmtamesQSAR_7234","TA1537","Negative","Test"
"gmtamesQSAR_7268","TA1537","Negative","Test"
"gmtamesQSAR_7290","TA1537","Negative","Test"
"gmtamesQSAR_7295","TA1537","Negative","Test"
"gmtamesQSAR_7328","TA1537","Negative","Test"
"gmtamesQSAR_7336","TA1537","Negative","Test"
"gmtamesQSAR_7342","TA1537","Negative","Test"
"gmtamesQSAR_7349","TA1537","Negative","Test"
"gmtamesQSAR_7359","TA1537","Negative","Test"
"gmtamesQSAR_7363","TA1537","Negative","Test"
"gmtamesQSAR_7374","TA1537","Negative","Test"
"gmtamesQSAR_7393","TA1537","Negative","Test"
"gmtamesQSAR_7404","TA1537","Negative","Test"
"gmtamesQSAR_7422","TA1537","Negative","Test"
"gmtamesQSAR_7440","TA1537","Negative","Test"
"gmtamesQSAR_7451","TA1537","Negative","Test"
"gmtamesQSAR_7469","TA1537","Negative","Test"
"gmtamesQSAR_7494","TA1537","Negative","Test"
"gmtamesQSAR_7503","TA1537","Negative","Test"
"gmtamesQSAR_7504","TA1537","Negative","Test"
"gmtamesQSAR_7506","TA1537","Negative","Test"
"gmtamesQSAR_7519","TA1537","Negative","Test"
"gmtamesQSAR_7530","TA1537","Negative","Test"
"gmtamesQSAR_7560","TA1537","Positive","Test"
"gmtamesQSAR_7566","TA1537","Negative","Test"
"gmtamesQSAR_7582","TA1537","Negative","Test"
"gmtamesQSAR_7583","TA1537","Negative","Test"
"gmtamesQSAR_7604","TA1537","Negative","Test"
"gmtamesQSAR_7624","TA1537","Negative","Test"
"gmtamesQSAR_7630","TA1537","Negative","Test"
"gmtamesQSAR_7637","TA1537","Negative","Test"
"gmtamesQSAR_7645","TA1537","Negative","Test"
"gmtamesQSAR_7656","TA1537","Negative","Test"
"gmtamesQSAR_7658","TA1537","Negative","Test"
"gmtamesQSAR_7698","TA1537","Negative","Test"
"gmtamesQSAR_7709","TA1537","Negative","Test"
"gmtamesQSAR_7712","TA1537","Negative","Test"
"gmtamesQSAR_7724","TA1537","Negative","Test"
"gmtamesQSAR_7738","TA1537","Negative","Test"
"gmtamesQSAR_7740","TA1537","Negative","Test"
"gmtamesQSAR_7753","TA1537","Negative","Test"
"gmtamesQSAR_7768","TA1537","Negative","Test"
"gmtamesQSAR_7773","TA1537","Negative","Test"
"gmtamesQSAR_7777","TA1537","Negative","Test"
"gmtamesQSAR_7783","TA1537","Negative","Test"
"gmtamesQSAR_7784","TA1537","Negative","Test"
"gmtamesQSAR_7789","TA1537","Negative","Test"
"gmtamesQSAR_7796","TA1537","Negative","Test"
"gmtamesQSAR_7803","TA1537","Negative","Test"
"gmtamesQSAR_7821","TA1537","Positive","Test"
"gmtamesQSAR_7836","TA1537","Negative","Test"
"gmtamesQSAR_7867","TA1537","Negative","Test"
"gmtamesQSAR_7880","TA1537","Negative","Test"
"gmtamesQSAR_7909","TA1537","Positive","Test"
"gmtamesQSAR_7912","TA1537","Negative","Test"
"gmtamesQSAR_7917","TA1537","Negative","Test"
"gmtamesQSAR_7937","TA1537","Negative","Test"
"gmtamesQSAR_7941","TA1537","Negative","Test"
"gmtamesQSAR_7962","TA1537","Negative","Test"
"gmtamesQSAR_7971","TA1537","Negative","Test"
"gmtamesQSAR_7998","TA1537","Negative","Test"
"gmtamesQSAR_8025","TA1537","Negative","Test"
"gmtamesQSAR_8029","TA1537","Negative","Test"
"gmtamesQSAR_8032","TA1537","Negative","Test"
"gmtamesQSAR_8053","TA1537","Negative","Test"
"gmtamesQSAR_8058","TA1537","Negative","Test"
"gmtamesQSAR_8065","TA1537","Negative","Test"
"gmtamesQSAR_8068","TA1537","Negative","Test"
"gmtamesQSAR_8082","TA1537","Negative","Test"
"gmtamesQSAR_8111","TA1537","Negative","Test"
"gmtamesQSAR_8120","TA1537","Negative","Test"
"gmtamesQSAR_8126","TA1537","Positive","Test"
"gmtamesQSAR_8131","TA1537","Negative","Test"
"gmtamesQSAR_8134","TA1537","Negative","Test"
"gmtamesQSAR_8139","TA1537","Negative","Test"
"gmtamesQSAR_8144","TA1537","Negative","Test"
"gmtamesQSAR_8166","TA1537","Negative","Test"
"gmtamesQSAR_8169","TA1537","Negative","Test"
"gmtamesQSAR_8172","TA1537","Negative","Test"
"gmtamesQSAR_8173","TA1537","Negative","Test"
"gmtamesQSAR_8178","TA1537","Negative","Test"
"gmtamesQSAR_8181","TA1537","Negative","Test"
"gmtamesQSAR_8214","TA1537","Negative","Test"
"gmtamesQSAR_8218","TA1537","Negative","Test"
"gmtamesQSAR_8245","TA1537","Negative","Test"
"gmtamesQSAR_8254","TA1537","Negative","Test"
"gmtamesQSAR_0002","TA1538","Negative","Train"
"gmtamesQSAR_0019","TA1538","Positive","Train"
"gmtamesQSAR_0020","TA1538","Positive","Train"
"gmtamesQSAR_0022","TA1538","Positive","Train"
"gmtamesQSAR_0032","TA1538","Negative","Train"
"gmtamesQSAR_0039","TA1538","Negative","Train"
"gmtamesQSAR_0040","TA1538","Positive","Train"
"gmtamesQSAR_0043","TA1538","Negative","Train"
"gmtamesQSAR_0049","TA1538","Negative","Train"
"gmtamesQSAR_0054","TA1538","Negative","Train"
"gmtamesQSAR_0061","TA1538","Negative","Train"
"gmtamesQSAR_0065","TA1538","Negative","Train"
"gmtamesQSAR_0069","TA1538","Negative","Train"
"gmtamesQSAR_0074","TA1538","Negative","Train"
"gmtamesQSAR_0077","TA1538","Negative","Train"
"gmtamesQSAR_0088","TA1538","Negative","Train"
"gmtamesQSAR_0092","TA1538","Negative","Train"
"gmtamesQSAR_0094","TA1538","Negative","Train"
"gmtamesQSAR_0098","TA1538","Negative","Train"
"gmtamesQSAR_0103","TA1538","Negative","Train"
"gmtamesQSAR_0111","TA1538","Negative","Train"
"gmtamesQSAR_0118","TA1538","Negative","Train"
"gmtamesQSAR_0121","TA1538","Positive","Train"
"gmtamesQSAR_0130","TA1538","Negative","Train"
"gmtamesQSAR_0141","TA1538","Positive","Train"
"gmtamesQSAR_0143","TA1538","Negative","Train"
"gmtamesQSAR_0145","TA1538","Negative","Train"
"gmtamesQSAR_0147","TA1538","Negative","Train"
"gmtamesQSAR_0151","TA1538","Negative","Train"
"gmtamesQSAR_0168","TA1538","Negative","Train"
"gmtamesQSAR_0170","TA1538","Negative","Train"
"gmtamesQSAR_0173","TA1538","Positive","Train"
"gmtamesQSAR_0179","TA1538","Negative","Train"
"gmtamesQSAR_0190","TA1538","Negative","Train"
"gmtamesQSAR_0198","TA1538","Positive","Train"
"gmtamesQSAR_0213","TA1538","Negative","Train"
"gmtamesQSAR_0214","TA1538","Negative","Train"
"gmtamesQSAR_0231","TA1538","Negative","Train"
"gmtamesQSAR_0236","TA1538","Negative","Train"
"gmtamesQSAR_0237","TA1538","Negative","Train"
"gmtamesQSAR_0242","TA1538","Negative","Train"
"gmtamesQSAR_0246","TA1538","Negative","Train"
"gmtamesQSAR_0255","TA1538","Negative","Train"
"gmtamesQSAR_0256","TA1538","Negative","Train"
"gmtamesQSAR_0258","TA1538","Negative","Train"
"gmtamesQSAR_0262","TA1538","Negative","Train"
"gmtamesQSAR_0267","TA1538","Negative","Train"
"gmtamesQSAR_0273","TA1538","Negative","Train"
"gmtamesQSAR_0279","TA1538","Negative","Train"
"gmtamesQSAR_0281","TA1538","Positive","Train"
"gmtamesQSAR_0282","TA1538","Positive","Train"
"gmtamesQSAR_0288","TA1538","Positive","Train"
"gmtamesQSAR_0300","TA1538","Negative","Train"
"gmtamesQSAR_0308","TA1538","Negative","Train"
"gmtamesQSAR_0314","TA1538","Positive","Train"
"gmtamesQSAR_0328","TA1538","Negative","Train"
"gmtamesQSAR_0339","TA1538","Negative","Train"
"gmtamesQSAR_0341","TA1538","Negative","Train"
"gmtamesQSAR_0348","TA1538","Negative","Train"
"gmtamesQSAR_0351","TA1538","Negative","Train"
"gmtamesQSAR_0352","TA1538","Negative","Train"
"gmtamesQSAR_0362","TA1538","Negative","Train"
"gmtamesQSAR_0368","TA1538","Negative","Train"
"gmtamesQSAR_0369","TA1538","Negative","Train"
"gmtamesQSAR_0374","TA1538","Positive","Train"
"gmtamesQSAR_0377","TA1538","Negative","Train"
"gmtamesQSAR_0383","TA1538","Negative","Train"
"gmtamesQSAR_0385","TA1538","Negative","Train"
"gmtamesQSAR_0387","TA1538","Negative","Train"
"gmtamesQSAR_0388","TA1538","Negative","Train"
"gmtamesQSAR_0391","TA1538","Negative","Train"
"gmtamesQSAR_0396","TA1538","Negative","Train"
"gmtamesQSAR_0397","TA1538","Positive","Train"
"gmtamesQSAR_0407","TA1538","Negative","Train"
"gmtamesQSAR_0408","TA1538","Negative","Train"
"gmtamesQSAR_0421","TA1538","Negative","Train"
"gmtamesQSAR_0424","TA1538","Negative","Train"
"gmtamesQSAR_0428","TA1538","Negative","Train"
"gmtamesQSAR_0430","TA1538","Negative","Train"
"gmtamesQSAR_0438","TA1538","Negative","Train"
"gmtamesQSAR_0440","TA1538","Negative","Train"
"gmtamesQSAR_0441","TA1538","Negative","Train"
"gmtamesQSAR_0442","TA1538","Negative","Train"
"gmtamesQSAR_0444","TA1538","Negative","Train"
"gmtamesQSAR_0446","TA1538","Negative","Train"
"gmtamesQSAR_0450","TA1538","Negative","Train"
"gmtamesQSAR_0451","TA1538","Negative","Train"
"gmtamesQSAR_0465","TA1538","Negative","Train"
"gmtamesQSAR_0473","TA1538","Negative","Train"
"gmtamesQSAR_0477","TA1538","Negative","Train"
"gmtamesQSAR_0479","TA1538","Negative","Train"
"gmtamesQSAR_0481","TA1538","Negative","Train"
"gmtamesQSAR_0482","TA1538","Negative","Train"
"gmtamesQSAR_0485","TA1538","Negative","Train"
"gmtamesQSAR_0486","TA1538","Negative","Train"
"gmtamesQSAR_0488","TA1538","Negative","Train"
"gmtamesQSAR_0492","TA1538","Negative","Train"
"gmtamesQSAR_0507","TA1538","Negative","Train"
"gmtamesQSAR_0508","TA1538","Negative","Train"
"gmtamesQSAR_0514","TA1538","Negative","Train"
"gmtamesQSAR_0516","TA1538","Negative","Train"
"gmtamesQSAR_0519","TA1538","Negative","Train"
"gmtamesQSAR_0522","TA1538","Negative","Train"
"gmtamesQSAR_0524","TA1538","Negative","Train"
"gmtamesQSAR_0533","TA1538","Negative","Train"
"gmtamesQSAR_0537","TA1538","Negative","Train"
"gmtamesQSAR_0542","TA1538","Negative","Train"
"gmtamesQSAR_0543","TA1538","Negative","Train"
"gmtamesQSAR_0544","TA1538","Negative","Train"
"gmtamesQSAR_0557","TA1538","Negative","Train"
"gmtamesQSAR_0581","TA1538","Negative","Train"
"gmtamesQSAR_0584","TA1538","Negative","Train"
"gmtamesQSAR_0587","TA1538","Positive","Train"
"gmtamesQSAR_0589","TA1538","Negative","Train"
"gmtamesQSAR_0600","TA1538","Negative","Train"
"gmtamesQSAR_0615","TA1538","Negative","Train"
"gmtamesQSAR_0620","TA1538","Negative","Train"
"gmtamesQSAR_0623","TA1538","Positive","Train"
"gmtamesQSAR_0625","TA1538","Negative","Train"
"gmtamesQSAR_0629","TA1538","Negative","Train"
"gmtamesQSAR_0643","TA1538","Negative","Train"
"gmtamesQSAR_0649","TA1538","Negative","Train"
"gmtamesQSAR_0651","TA1538","Positive","Train"
"gmtamesQSAR_0654","TA1538","Negative","Train"
"gmtamesQSAR_0655","TA1538","Negative","Train"
"gmtamesQSAR_0674","TA1538","Positive","Train"
"gmtamesQSAR_0704","TA1538","Negative","Train"
"gmtamesQSAR_0705","TA1538","Positive","Train"
"gmtamesQSAR_0710","TA1538","Negative","Train"
"gmtamesQSAR_0715","TA1538","Negative","Train"
"gmtamesQSAR_0720","TA1538","Negative","Train"
"gmtamesQSAR_0722","TA1538","Negative","Train"
"gmtamesQSAR_0723","TA1538","Negative","Train"
"gmtamesQSAR_0725","TA1538","Negative","Train"
"gmtamesQSAR_0729","TA1538","Negative","Train"
"gmtamesQSAR_0731","TA1538","Negative","Train"
"gmtamesQSAR_0733","TA1538","Negative","Train"
"gmtamesQSAR_0744","TA1538","Negative","Train"
"gmtamesQSAR_0754","TA1538","Negative","Train"
"gmtamesQSAR_0755","TA1538","Negative","Train"
"gmtamesQSAR_0757","TA1538","Negative","Train"
"gmtamesQSAR_0758","TA1538","Negative","Train"
"gmtamesQSAR_0762","TA1538","Negative","Train"
"gmtamesQSAR_0764","TA1538","Positive","Train"
"gmtamesQSAR_0768","TA1538","Negative","Train"
"gmtamesQSAR_0772","TA1538","Negative","Train"
"gmtamesQSAR_0780","TA1538","Negative","Train"
"gmtamesQSAR_0793","TA1538","Positive","Train"
"gmtamesQSAR_0796","TA1538","Negative","Train"
"gmtamesQSAR_0797","TA1538","Negative","Train"
"gmtamesQSAR_0798","TA1538","Negative","Train"
"gmtamesQSAR_0807","TA1538","Negative","Train"
"gmtamesQSAR_0810","TA1538","Negative","Train"
"gmtamesQSAR_0824","TA1538","Negative","Train"
"gmtamesQSAR_0828","TA1538","Negative","Train"
"gmtamesQSAR_0831","TA1538","Negative","Train"
"gmtamesQSAR_0836","TA1538","Negative","Train"
"gmtamesQSAR_0837","TA1538","Negative","Train"
"gmtamesQSAR_0839","TA1538","Negative","Train"
"gmtamesQSAR_0841","TA1538","Negative","Train"
"gmtamesQSAR_0842","TA1538","Negative","Train"
"gmtamesQSAR_0843","TA1538","Negative","Train"
"gmtamesQSAR_0846","TA1538","Negative","Train"
"gmtamesQSAR_0856","TA1538","Negative","Train"
"gmtamesQSAR_0858","TA1538","Negative","Train"
"gmtamesQSAR_0863","TA1538","Negative","Train"
"gmtamesQSAR_0864","TA1538","Negative","Train"
"gmtamesQSAR_0868","TA1538","Negative","Train"
"gmtamesQSAR_0870","TA1538","Negative","Train"
"gmtamesQSAR_0889","TA1538","Negative","Train"
"gmtamesQSAR_0892","TA1538","Negative","Train"
"gmtamesQSAR_0896","TA1538","Negative","Train"
"gmtamesQSAR_0905","TA1538","Negative","Train"
"gmtamesQSAR_0930","TA1538","Negative","Train"
"gmtamesQSAR_0936","TA1538","Negative","Train"
"gmtamesQSAR_0939","TA1538","Negative","Train"
"gmtamesQSAR_0942","TA1538","Negative","Train"
"gmtamesQSAR_0953","TA1538","Negative","Train"
"gmtamesQSAR_0954","TA1538","Negative","Train"
"gmtamesQSAR_0957","TA1538","Negative","Train"
"gmtamesQSAR_0968","TA1538","Negative","Train"
"gmtamesQSAR_0975","TA1538","Negative","Train"
"gmtamesQSAR_0982","TA1538","Negative","Train"
"gmtamesQSAR_0984","TA1538","Negative","Train"
"gmtamesQSAR_0999","TA1538","Negative","Train"
"gmtamesQSAR_1002","TA1538","Negative","Train"
"gmtamesQSAR_1003","TA1538","Negative","Train"
"gmtamesQSAR_1005","TA1538","Negative","Train"
"gmtamesQSAR_1011","TA1538","Negative","Train"
"gmtamesQSAR_1014","TA1538","Negative","Train"
"gmtamesQSAR_1024","TA1538","Negative","Train"
"gmtamesQSAR_1028","TA1538","Negative","Train"
"gmtamesQSAR_1029","TA1538","Negative","Train"
"gmtamesQSAR_1032","TA1538","Negative","Train"
"gmtamesQSAR_1035","TA1538","Negative","Train"
"gmtamesQSAR_1039","TA1538","Negative","Train"
"gmtamesQSAR_1040","TA1538","Positive","Train"
"gmtamesQSAR_1043","TA1538","Negative","Train"
"gmtamesQSAR_1048","TA1538","Negative","Train"
"gmtamesQSAR_1057","TA1538","Negative","Train"
"gmtamesQSAR_1060","TA1538","Negative","Train"
"gmtamesQSAR_1065","TA1538","Negative","Train"
"gmtamesQSAR_1069","TA1538","Negative","Train"
"gmtamesQSAR_1079","TA1538","Negative","Train"
"gmtamesQSAR_1088","TA1538","Negative","Train"
"gmtamesQSAR_1093","TA1538","Negative","Train"
"gmtamesQSAR_1102","TA1538","Negative","Train"
"gmtamesQSAR_1104","TA1538","Positive","Train"
"gmtamesQSAR_1106","TA1538","Negative","Train"
"gmtamesQSAR_1118","TA1538","Negative","Train"
"gmtamesQSAR_1124","TA1538","Negative","Train"
"gmtamesQSAR_1125","TA1538","Negative","Train"
"gmtamesQSAR_1126","TA1538","Positive","Train"
"gmtamesQSAR_1133","TA1538","Negative","Train"
"gmtamesQSAR_1137","TA1538","Negative","Train"
"gmtamesQSAR_1145","TA1538","Negative","Train"
"gmtamesQSAR_1150","TA1538","Positive","Train"
"gmtamesQSAR_1159","TA1538","Negative","Train"
"gmtamesQSAR_1162","TA1538","Negative","Train"
